id;tenant_id;user_id;customer_code;store_code;status;is_deleted;create_user;create_dept;create_time;update_user;update_time
1388028803028094977;000000;1388027300115197953;SZRJ001;SZ001;1;0;1123598821738675201;1123598813738675201;2021/04/30 15:13:50.000000000;1123598821738675201;2021/04/30 15:13:50.000000000
1388028847982645249;000000;1388027300115197953;XJSZ004;Test02;1;0;1123598821738675201;1123598813738675201;2021/04/30 15:14:00.000000000;1123598821738675201;2021/04/30 15:14:00.000000000
1388028883294490625;000000;1388025392063393793;XJSZ004;SZ001;1;0;1123598821738675201;1123598813738675201;2021/04/30 15:14:09.000000000;1123598821738675201;2021/04/30 15:14:09.000000000
1388028920309223425;000000;1387300599244599298;XJSZ004;SZ001;1;0;1123598821738675201;1123598813738675201;2021/04/30 15:14:18.000000000;1123598821738675201;2021/04/30 15:14:18.000000000
1391199235034058754;000000;1391197963617382402;XJSH001;SH001;1;0;1123598821738675201;1123598813738675201;2021/05/09 09:12:00.000000000;1123598821738675201;2021/05/09 09:12:00.000000000
1391199400390299649;000000;1391198447002529793;XJWH002;WH001;1;0;1123598821738675201;1123598813738675201;2021/05/09 09:12:39.000000000;1123598821738675201;2021/05/09 09:12:39.000000000
1391199620469624833;000000;1391198447002529793;SZZX001;WH001;1;0;1123598821738675201;1123598813738675201;2021/05/09 09:13:31.000000000;1123598821738675201;2021/05/09 09:13:31.000000000
1391199719887212546;000000;1388027300115197953;XJGZ001;GZ001;1;0;1123598821738675201;1123598813738675201;2021/05/09 09:13:55.000000000;1123598821738675201;2021/05/09 09:13:55.000000000
1392674646611251201;000000;1387300599244599298;XJSH001;SH001;1;0;1386244434160521218;1367082156996792321;2021/05/13 10:54:45.000000000;1386244434160521218;2021/05/13 10:54:45.000000000
1392674716266057730;000000;1387300599244599298;XJWH002;WH001;1;0;1386244434160521218;1367082156996792321;2021/05/13 10:55:02.000000000;1386244434160521218;2021/05/13 10:55:02.000000000
1392674782351511553;000000;1387300599244599298;XJBJ001;BJ001;1;0;1386244434160521218;1367082156996792321;2021/05/13 10:55:17.000000000;1386244434160521218;2021/05/13 10:55:17.000000000
1392674841327620097;000000;1387300599244599298;XJXA001;XA001;1;0;1386244434160521218;1367082156996792321;2021/05/13 10:55:31.000000000;1386244434160521218;2021/05/13 10:55:31.000000000
1392712304490237953;000000;1392709710241402881;XJBJ001;BJ001;1;1;1123598821738675201;1123598813738675201;2021/05/13 13:24:23.000000000;1386244434160521218;2021/05/24 14:47:46.000000000
1392712342448689154;000000;1392710034255581185;XJBJ001;BJ001;1;0;1123598821738675201;1123598813738675201;2021/05/13 13:24:32.000000000;1123598821738675201;2021/05/13 13:24:32.000000000
1393132824276815874;000000;1393132473097633793;XJXA001;XA001;1;0;1386244434160521218;1367082156996792321;2021/05/14 17:15:23.000000000;1386244434160521218;2021/05/14 17:15:23.000000000
1394112595735400449;000000;1394112343028330497;XJSZ001;SZ001;1;0;1386244434160521218;1367082156996792321;2021/05/17 10:08:39.000000000;1386244434160521218;2021/05/17 10:08:39.000000000
1394112643084898305;000000;1394112343028330497;XJSZ002;SZ001;1;0;1386244434160521218;1367082156996792321;2021/05/17 10:08:50.000000000;1386244434160521218;2021/05/17 10:08:50.000000000
1394112690321149954;000000;1394112343028330497;XJSZ003;SZ001;1;0;1386244434160521218;1367082156996792321;2021/05/17 10:09:01.000000000;1386244434160521218;2021/05/17 10:09:01.000000000
1394112756192694274;000000;1394112343028330497;XJGZ001;GZ001;1;0;1386244434160521218;1367082156996792321;2021/05/17 10:09:17.000000000;1386244434160521218;2021/05/17 10:09:17.000000000
1394112814686457858;000000;1394112343028330497;XJSH001;SH001;1;0;1386244434160521218;1367082156996792321;2021/05/17 10:09:31.000000000;1386244434160521218;2021/05/17 10:09:31.000000000
1394112861037711362;000000;1394112343028330497;XJWH002;WH001;1;0;1386244434160521218;1367082156996792321;2021/05/17 10:09:42.000000000;1386244434160521218;2021/05/17 10:09:42.000000000
1394112898350239746;000000;1394112343028330497;XJXA001;XA001;1;0;1386244434160521218;1367082156996792321;2021/05/17 10:09:51.000000000;1386244434160521218;2021/05/17 10:09:51.000000000
1394112936329662466;000000;1394112343028330497;XJBJ001;BJ001;1;0;1386244434160521218;1367082156996792321;2021/05/17 10:10:00.000000000;1386244434160521218;2021/05/17 10:10:00.000000000
1396721077254467586;000000;1396720921962672130;XJGZ001;GZ001;1;0;1386244434160521218;1367082156996792321;2021/05/24 14:53:49.000000000;1386244434160521218;2021/05/24 14:53:49.000000000
1397809376022867969;000000;1387300599244599298;XJGZ001;GZ001;1;0;1386244434160521218;1367082156996792321;2021/05/27 14:58:20.000000000;1386244434160521218;2021/05/27 14:58:20.000000000
